gene_id,symbol,entrez_gid,transcript_name,ensembl_tid,full_name
"2681","AP3B2","8120","AP3B2-214","ENST00000642989","adaptor related protein complex 3 subunit beta 2"
"2682","ACSBG1","23205","ACSBG1-201","ENST00000258873","acyl-CoA synthetase bubblegum family member 1"
"2683","IGDCC4","57722","IGDCC4-201","ENST00000352385","immunoglobulin superfamily DCC subclass member 4"
"2684","RAB11A","8766","RAB11A-208","ENST00000569304","RAB11A, member RAS oncogene family"
"2685","CTSH","1512","CTSH-201","ENST00000220166","cathepsin H"
"2686","TTC23","64927","TTC23-206","ENST00000459771","tetratricopeptide repeat domain 23"
"2687","CD276","80381","CD276-218","ENST00000567189","CD276 molecule"
"2688","FAH","2184","FAH-205","ENST00000558022","fumarylacetoacetate hydrolase"
"2689","CEMIP","57214","CEMIP-201","ENST00000220244","cell migration inducing hyaluronidase 1"
"2690","RPAP1","26015","RPAP1-208","ENST00000565167","RNA polymerase II associated protein 1"
"2691","HOMER2","9455","HOMER2-204","ENST00000558090","homer scaffold protein 2"
"2692","EHD4","30844","EHD4-201","ENST00000220325","EH domain containing 4"
"2693","TMEM87A","25963","TMEM87A-202","ENST00000389834","transmembrane protein 87A"
"2694","ZNF106","64397","ZNF106-201","ENST00000263805","zinc finger protein 106"
"2695","CEP152","22995","CEP152-210","ENST00000561245","centrosomal protein 152"
"2696","ATP8B4","79895","ATP8B4-206","ENST00000558498","ATPase phospholipid transporting 8B4 (putative)"
"2697","OCA2","4948","OCA2-201","ENST00000353809","OCA2 melanosomal transmembrane protein"
"2698","DTWD1","56986","DTWD1-202","ENST00000403028","DTW domain containing 1"
"2699","TGM5","9333","TGM5-201","ENST00000220420","transglutaminase 5"
"2700","FAM189A1","23359","FAM189A1-201","ENST00000261275","family with sequence similarity 189 member A1"
"2701","GABPB1","2553","GABPB1-203","ENST00000380877","GA binding protein transcription factor subunit beta 1"
"2702","TJP1","7082","TJP1-201","ENST00000346128","tight junction protein 1"
"2703","BMF","90427","BMF-201","ENST00000354670","Bcl2 modifying factor"
"2704","DMXL2","23312","DMXL2-201","ENST00000251076","Dmx like 2"
"2705","SCG3","29106","SCG3-201","ENST00000220478","secretogranin III"
"2706","DNAJC17","55192","DNAJC17-201","ENST00000220496","DnaJ heat shock protein family (Hsp40) member C17"
"2707","EIF3J","8669","EIF3J-201","ENST00000261868","eukaryotic translation initiation factor 3 subunit J"
"2708","SPG11","80208","SPG11-201","ENST00000261866","SPG11 vesicle trafficking associated, spatacsin"
"2709","RHOV","171177","RHOV-201","ENST00000220507","ras homolog family member V"
"2710","VPS18","57617","VPS18-201","ENST00000220509","VPS18 core subunit of CORVET and HOPS complexes"
"2711","OIP5","11339","OIP5-201","ENST00000220514","Opa interacting protein 5"
"2712","SLC30A4","7782","SLC30A4-201","ENST00000261867","solute carrier family 30 member 4"
"2713","MYEF2","50804","MYEF2-202","ENST00000324324","myelin expression factor 2"
"2714","SGK3","23678","SGK3-210","ENST00000520044","serum/glucocorticoid regulated kinase family member 3"
"2715","PDGFRL","5157","PDGFRL-203","ENST00000541323","platelet derived growth factor receptor like"
"2716","CSPP1","79848","CSPP1-207","ENST00000521919","centrosome and spindle pole associated protein 1"
"2717","ZDHHC2","51201","ZDHHC2-201","ENST00000262096","zinc finger DHHC-type palmitoyltransferase 2"
"2718","BRF2","55290","BRF2-201","ENST00000220659","BRF2 RNA polymerase III transcription initiation factor subunit"
"2719","TRIM35","23087","TRIM35-201","ENST00000305364","tripartite motif containing 35"
"2720","ZFAND1","79752","ZFAND1-224","ENST00000524305","zinc finger AN1-type containing 1"
"2721","RP1","6101","RP1-207","ENST00000646684","RP1 axonemal microtubule associated"
"2722","CA2","760","CA2-201","ENST00000285379","carbonic anhydrase 2"
"2723","FZD3","7976","FZD3-203","ENST00000523546","frizzled class receptor 3"
"2724","INTS9","55756","INTS9-217","ENST00000523303","integrator complex subunit 9"
"2725","RIPK2","8767","RIPK2-201","ENST00000220751","receptor interacting serine/threonine kinase 2"
"2726","EYA1","2138","EYA1-205","ENST00000388742","EYA transcriptional coactivator and phosphatase 1"
"2727","NBN","4683","NBN-201","ENST00000265433","nibrin"
"2728","TRPA1","8989","TRPA1-206","ENST00000523582","transient receptor potential cation channel subfamily A member 1"
"2729","CPQ","10404","CPQ-201","ENST00000220763","carboxypeptidase Q"
"2730","DECR1","1666","DECR1-208","ENST00000519328","2,4-dienoyl-CoA reductase 1"
"2731","CALB1","793","CALB1-202","ENST00000469032","calbindin 1"
"2732","IMPAD1","54928","IMPAD1-201","ENST00000262644","3'(2'), 5'-bisphosphate nucleotidase 2"
"2733","SFRP1","6422","SFRP1-201","ENST00000220772","secreted frizzled related protein 1"
"2734","LAPTM4B","55353","LAPTM4B-201","ENST00000445593","lysosomal protein transmembrane 4 beta"
"2735","POP1","10940","POP1-204","ENST00000522319","POP1 homolog, ribonuclease P/MRP subunit"
"2736","NIPAL2","79815","NIPAL2-202","ENST00000430223","NIPA like domain containing 2"
"2737","IKBKB","3551","IKBKB-217","ENST00000520810","inhibitor of nuclear factor kappa B kinase subunit beta"
"2738","PLAT","5327","PLAT-203","ENST00000429089","plasminogen activator, tissue type"
"2739","JPH1","56704","JPH1-201","ENST00000342232","junctophilin 1"
"2740","DKK4","27121","DKK4-201","ENST00000220812","dickkopf WNT signaling pathway inhibitor 4"
"2741","STK3","6788","STK3-220","ENST00000649151","serine/threonine kinase 3"
"2742","GDAP1","54332","GDAP1-204","ENST00000521096","ganglioside induced differentiation associated protein 1"
"2743","RAB2A","5862","RAB2A-201","ENST00000262646","RAB2A, member RAS oncogene family"
"2744","EIF3E","3646","EIF3E-218","ENST00000523674","eukaryotic translation initiation factor 3 subunit E"
"2745","EMC2","9694","EMC2-207","ENST00000524143","ER membrane protein complex subunit 2"
"2746","ESRP1","54845","ESRP1-202","ENST00000423620","epithelial splicing regulatory protein 1"
"2747","CCN4","8840","CCN4-203","ENST00000377862","cellular communication network factor 4"
"2748","NDRG1","10397","NDRG1-201","ENST00000323851","N-myc downstream regulated 1"
"2749","ZC2HC1A","51101","ZC2HC1A-201","ENST00000263849","zinc finger C2HC-type containing 1A"
"2750","IL7","3574","IL7-209","ENST00000523959","interleukin 7"
"2751","STMN2","11075","STMN2-201","ENST00000220876","stathmin 2"
"2752","ARMC1","55156","ARMC1-201","ENST00000276569","armadillo repeat containing 1"
"2753","TRPS1","7227","TRPS1-203","ENST00000395715","transcriptional repressor GATA binding 1"
"2754","SPAG1","6674","SPAG1-206","ENST00000520643","sperm associated antigen 1"
"2755","CHRAC1","54108","CHRAC1-201","ENST00000220913","chromatin accessibility complex subunit 1"
"2756","NCALD","83988","NCALD-201","ENST00000220931","neurocalcin delta"
"2757","SNX16","64089","SNX16-202","ENST00000353788","sorting nexin 16"
"2758","GML","2765","GML-202","ENST00000522728","glycosylphosphatidylinositol anchored molecule like"
"2759","UBR5","51366","UBR5-207","ENST00000520539","ubiquitin protein ligase E3 component n-recognin 5"
"2760","GSDMD","79792","GSDMD-206","ENST00000526406","gasdermin D"
"2761","TSTA3","7264","TSTA3-202","ENST00000524719","tissue specific transplantation antigen P35B"
"2762","PYCR3","65263","PYCR3-207","ENST00000495276","pyrroline-5-carboxylate reductase 3"
"2763","EEF1D","1936","EEF1D-243","ENST00000532400","eukaryotic translation elongation factor 1 delta"
"2764","ANXA13","312","ANXA13-201","ENST00000262219","annexin A13"
"2765","SQLE","6713","SQLE-206","ENST00000523430","squalene epoxidase"
"2766","SH2D4A","63898","SH2D4A-201","ENST00000265807","SH2 domain containing 4A"
"2767","INTS10","55174","INTS10-201","ENST00000397977","integrator complex subunit 10"
"2768","ERI1","90459","ERI1-209","ENST00000674098","exoribonuclease 1"
"2769","SLC39A14","23516","SLC39A14-203","ENST00000359741","solute carrier family 39 member 14"
"2770","MTMR9","66036","MTMR9-201","ENST00000221086","myotubularin related protein 9"
"2771","LEPROTL1","23484","LEPROTL1-201","ENST00000321250","leptin receptor overlapping transcript like 1"
"2772","DCTN6","10671","DCTN6-201","ENST00000221114","dynactin subunit 6"
"2773","R3HCC1","203069","R3HCC1-203","ENST00000517633","R3H domain and coiled-coil containing 1"
"2774","GSR","2936","GSR-201","ENST00000221130","glutathione-disulfide reductase"
"2775","TNFRSF10A","8797","TNFRSF10A-201","ENST00000221132","TNF receptor superfamily member 10a"
"2776","UBXN8","7993","UBXN8-209","ENST00000620074","UBX domain protein 8"
"2777","PPP2CB","5516","PPP2CB-209","ENST00000523023","protein phosphatase 2 catalytic subunit beta"
"2778","ERICH1","157697","ERICH1-206","ENST00000522706","glutamate rich 1"
"2779","NEFM","4741","NEFM-201","ENST00000221166","neurofilament medium"
"2780","TUSC3","7991","TUSC3-211","ENST00000511342","tumor suppressor candidate 3"
"2781","KLHDC4","54758","KLHDC4-222","ENST00000568444","kelch domain containing 4"
"2782","MCM4","4173","MCM4-203","ENST00000518221","minichromosome maintenance complex component 4"
"2783","ADAM2","2515","ADAM2-202","ENST00000347580","ADAM metallopeptidase domain 2"
"2784","FGL1","2267","FGL1-204","ENST00000398056","fibrinogen like 1"
"2785","ASAH1","427","ASAH1-258","ENST00000637790","N-acylsphingosine amidohydrolase 1"
"2786","BNIP3L","665","BNIP3L-201","ENST00000380629","BCL2 interacting protein 3 like"
"2787","KCNN4","3783","KCNN4-206","ENST00000600909","potassium calcium-activated channel subfamily N member 4"
"2788","TULP2","7288","TULP2-201","ENST00000221399","TUB like protein 2"
"2789","NUCB1","4924","NUCB1-201","ENST00000405315","nucleobindin 1"
"2790","DHDH","27294","DHDH-201","ENST00000221403","dihydrodiol dehydrogenase"
"2791","GYS1","2997","GYS1-202","ENST00000323798","glycogen synthase 1"
"2792","MAP4K1","11184","MAP4K1-215","ENST00000593196","mitogen-activated protein kinase kinase kinase kinase 1"
"2793","ECH1","1891","ECH1-215","ENST00000601333","enoyl-CoA hydratase 1"
"2794","HNRNPL","3191","HNRNPL-215","ENST00000647557","heterogeneous nuclear ribonucleoprotein L"
"2795","NFKBIB","4793","NFKBIB-206","ENST00000576510","NFKB inhibitor beta"
"2796","LHB","3972","LHB-201","ENST00000649238","luteinizing hormone subunit beta"
"2797","TUBB4A","10382","TUBB4A-201","ENST00000264071","tubulin beta 4A class IVa"
"2798","SARS2","54938","SARS2-206","ENST00000594259","seryl-tRNA synthetase 2, mitochondrial"
"2799","KCNA7","3743","KCNA7-201","ENST00000221444","potassium voltage-gated channel subfamily A member 7"
"2800","SNRNP70","6625","SNRNP70-209","ENST00000601065","small nuclear ribonucleoprotein U1 subunit 70"
"2801","CLPTM1","1209","CLPTM1-209","ENST00000588855","CLPTM1 regulator of GABA type A receptor forward trafficking"
"2802","RELB","5971","RELB-201","ENST00000221452","RELB proto-oncogene, NF-kB subunit"
"2803","CLASRP","11129","CLASRP-201","ENST00000221455","CLK4 associating serine/arginine rich protein"
"2804","LIN7B","64130","LIN7B-202","ENST00000391864","lin-7 homolog B, crumbs cell polarity complex component"
"2805","FCGRT","2217","FCGRT-209","ENST00000596147","Fc fragment of IgG receptor and transporter"
"2806","PIH1D1","55011","PIH1D1-208","ENST00000595633","PIH1 domain containing 1"
"2807","CKM","1158","CKM-201","ENST00000221476","creatine kinase, M-type"
"2808","ARHGEF18","23370","ARHGEF18-201","ENST00000319670","Rho/Rac guanine nucleotide exchange factor 18"
"2809","PPP1R13L","10848","PPP1R13L-201","ENST00000360957","protein phosphatase 1 regulatory subunit 13 like"
"2810","PEX11G","92960","PEX11G-201","ENST00000221480","peroxisomal biogenesis factor 11 gamma"
"2811","ERCC2","2068","ERCC2-204","ENST00000391945","ERCC excision repair 2, TFIIH core complex helicase subunit"
"2812","DOT1L","84444","DOT1L-201","ENST00000398665","DOT1 like histone lysine methyltransferase"
"2813","PLEKHJ1","55111","PLEKHJ1-205","ENST00000587394","pleckstrin homology domain containing J1"
"2814","SLC17A7","57030","SLC17A7-201","ENST00000221485","solute carrier family 17 member 7"
"2815","KLC3","147700","KLC3-205","ENST00000589373","kinesin light chain 3"
"2816","CD37","951","CD37-202","ENST00000391859","CD37 molecule"
"2817","SF3A2","8175","SF3A2-201","ENST00000221494","splicing factor 3a subunit 2"
"2818","AMH","268","AMH-203","ENST00000592877","anti-Mullerian hormone"
"2819","DKKL1","27120","DKKL1-202","ENST00000594268","dickkopf like acrosomal protein 1"
"2820","LYL1","4066","LYL1-201","ENST00000264824","LYL1 basic helix-loop-helix family member"
"2821","TRMT1","55621","TRMT1-201","ENST00000221504","tRNA methyltransferase 1"
"2822","STX10","8677","STX10-210","ENST00000591843","syntaxin 10"
"2823","RETN","56729","RETN-201","ENST00000221515","resistin"
"2824","FCER2","2208","FCER2-204","ENST00000597312","Fc fragment of IgE receptor II"
"2825","DMPK","1760","DMPK-201","ENST00000291270","DM1 protein kinase"
"2826","CLEC4M","10332","CLEC4M-202","ENST00000327325","C-type lectin domain family 4 member M"
"2827","RSPH6A","81492","RSPH6A-201","ENST00000221538","radial spoke head 6 homolog A"
"2828","TBC1D17","79735","TBC1D17-201","ENST00000221543","TBC1 domain family member 17"
"2829","IL4I1","259307","IL4I1-202","ENST00000391826","interleukin 4 induced 1"
"2830","TLE6","79816","TLE6-201","ENST00000246112","TLE family member 6, subcortical maternal complex member"
"2831","CCDC130","81576","CCDC130-202","ENST00000540216","coiled-coil domain containing 130"
"2832","PTOV1","53635","PTOV1-202","ENST00000594151","PTOV1 extended AT-hook containing adaptor protein"
"2833","TLE5","166","TLE5-212","ENST00000592414","TLE family member 5, transcriptional modulator"
"2834","NOVA2","4858","NOVA2-201","ENST00000263257","NOVA alternative splicing regulator 2"
"2835","SGTA","6449","SGTA-201","ENST00000221566","small glutamine rich tetratricopeptide repeat containing alpha"
"2836","KIR3DX1","","KIR3DX1-203","ENST00000446586","NA"
"2837","LILRB1","10859","LILRB1-205","ENST00000396331","leukocyte immunoglobulin like receptor B1"
"2838","MED25","81857","MED25-203","ENST00000593595","mediator complex subunit 25"
"2839","LILRA1","11024","LILRA1-205","ENST00000495417","leukocyte immunoglobulin like receptor A1"
"2840","SNAPC2","6618","SNAPC2-201","ENST00000221573","small nuclear RNA activating complex polypeptide 2"
"2841","C19orf53","28974","C19orf53-202","ENST00000588234","chromosome 19 open reading frame 53"
"2842","TIMM44","10469","TIMM44-210","ENST00000599939","translocase of inner mitochondrial membrane 44"
"2843","CCDC61","729440","CCDC61-205","ENST00000596161","coiled-coil domain containing 61"
"2844","IL27RA","9466","IL27RA-201","ENST00000263379","interleukin 27 receptor subunit alpha"
"2845","ASF1B","55723","ASF1B-201","ENST00000263382","anti-silencing function 1B histone chaperone"
"2846","TNNT1","7138","TNNT1-209","ENST00000587758","troponin T1, slow skeletal type"
"2847","VRK3","51231","VRK3-201","ENST00000316763","VRK serine/threonine kinase 3"
"2848","FAM32A","26017","FAM32A-202","ENST00000585831","family with sequence similarity 32 member A"
"2849","PPP6R1","22870","PPP6R1-204","ENST00000587457","protein phosphatase 6 regulatory subunit 1"
"2850","C19orf44","84167","C19orf44-201","ENST00000221671","chromosome 19 open reading frame 44"
"2851","OLFM2","93145","OLFM2-201","ENST00000264833","olfactomedin 2"
"2852","RASAL3","64926","RASAL3-207","ENST00000609274","RAS protein activator like 3"
"2853","AKAP8","10270","AKAP8-201","ENST00000269701","A-kinase anchoring protein 8"
"2854","EPHX3","79852","EPHX3-201","ENST00000221730","epoxide hydrolase 3"
"2855","ILVBL","10994","ILVBL-206","ENST00000533086","ilvB acetolactate synthase like"
"2856","SYDE1","85360","SYDE1-201","ENST00000342784","synapse defective Rho GTPase homolog 1"
"2857","CASP14","23581","CASP14-201","ENST00000427043","caspase 14"
"2858","SLC1A6","6511","SLC1A6-202","ENST00000430939","solute carrier family 1 member 6"
"2859","AURKC","6795","AURKC-202","ENST00000415300","aurora kinase C"
"2860","POP4","10775","POP4-202","ENST00000585603","POP4 homolog, ribonuclease P/MRP subunit"
"2861","CCNE1","898","CCNE1-201","ENST00000262643","cyclin E1"
"2862","URI1","8725","URI1-201","ENST00000360605","URI1 prefoldin like chaperone"
"2863","PDCD5","9141","PDCD5-207","ENST00000590247","programmed cell death 5"
"2864","ANKRD27","84079","ANKRD27-201","ENST00000306065","ankyrin repeat domain 27"
"2865","RPS16","6217","RPS16-204","ENST00000599539","ribosomal protein S16"
"2866","TIMM50","92609","TIMM50-219","ENST00000607714","translocase of inner mitochondrial membrane 50"
"2867","LGALS13","29124","LGALS13-201","ENST00000221797","galectin 13"
"2868","FBL","2091","FBL-205","ENST00000595545","fibrillarin"
"2869","DYRK1B","9149","DYRK1B-204","ENST00000593685","dual specificity tyrosine phosphorylation regulated kinase 1B"
"2870","CLC","1178","CLC-201","ENST00000221804","Charcot-Leyden crystal galectin"
"2871","CNTD2","79935","CNTD2-202","ENST00000430325","cyclin P"
"2872","AKT2","208","AKT2-206","ENST00000392038","AKT serine/threonine kinase 2"
"2873","PLD3","23646","PLD3-221","ENST00000599685","phospholipase D family member 3"
"2874","PRX","57716","PRX-204","ENST00000673881","periaxin"
"2875","PIAS4","51588","PIAS4-201","ENST00000262971","protein inhibitor of activated STAT 4"
"2876","NUMBL","9253","NUMBL-201","ENST00000252891","NUMB like endocytic adaptor protein"
